Date,Open,High,Low,Close,Adj Close,Volume
2011-05-30,18040.000000,18240.000000,17540.000000,17700.000000,14536.168945,42328550
2011-06-06,17700.000000,17800.000000,17020.000000,17020.000000,13977.717773,69146750
2011-06-13,16880.000000,17460.000000,16060.000000,16380.000000,13452.113281,86986900
2011-06-20,16260.000000,17080.000000,15900.000000,17040.000000,13994.144531,96266850
2011-06-27,16940.000000,17200.000000,16420.000000,17100.000000,14043.418945,76047550
2011-07-04,17400.000000,17980.000000,17380.000000,17700.000000,14544.911133,83693400
2011-07-11,17600.000000,17600.000000,16420.000000,16640.000000,13673.856445,78787450
2011-07-18,16560.000000,17120.000000,16120.000000,17000.000000,13969.683594,76328450
2011-07-25,17000.000000,17040.000000,16520.000000,16880.000000,13871.078125,59548450
2011-08-01,17100.000000,17500.000000,15780.000000,15780.000000,12967.157227,101036400
2011-08-08,15400.000000,15780.000000,13760.000000,14140.000000,11619.493164,202264800
2011-08-15,14140.000000,15200.000000,13440.000000,13600.000000,11175.750000,108999000
2011-08-22,13680.000000,14760.000000,13660.000000,14520.000000,11931.755859,93678700
2011-08-29,14840.000000,15760.000000,14480.000000,15380.000000,12638.459961,88876100
2011-09-05,15100.000000,16240.000000,14200.000000,15600.000000,12819.242188,91392900
2011-09-12,15600.000000,16220.000000,14820.000000,15960.000000,13115.071289,72670400
2011-09-19,16000.000000,16560.000000,15020.000000,15160.000000,12457.674805,80542250
2011-09-26,15200.000000,16960.000000,15180.000000,16800.000000,13805.338867,118318100
2011-10-03,16800.000000,17620.000000,15920.000000,17200.000000,14134.033203,121476000
2011-10-10,17560.000000,17980.000000,17380.000000,17720.000000,14561.343750,88806900
2011-10-17,17800.000000,18500.000000,17400.000000,18340.000000,15070.823242,86967550
2011-10-24,18260.000000,19020.000000,18220.000000,18900.000000,15531.006836,93809400
2011-10-31,18820.000000,20100.000000,18660.000000,20100.000000,16517.103516,126344150
2011-11-07,19920.000000,20000.000000,18600.000000,19660.000000,16155.534180,105645000
2011-11-14,19760.000000,20060.000000,19220.000000,19260.000000,15826.830078,72061150
2011-11-21,19020.000000,19420.000000,18420.000000,18940.000000,15563.873047,65538350
2011-11-28,19180.000000,21600.000000,19160.000000,21000.000000,17256.671875,119526950
2011-12-05,21380.000000,21660.000000,20740.000000,21060.000000,17305.974609,88820750
2011-12-12,21260.000000,21680.000000,20300.000000,20900.000000,17174.496094,75664100
2011-12-19,20900.000000,21480.000000,19680.000000,21360.000000,17552.500000,77572150
2011-12-26,21340.000000,21600.000000,21060.000000,21160.000000,17388.150391,39297650
2012-01-02,21400.000000,22200.000000,20600.000000,20800.000000,17172.343750,83297450
2012-01-09,20800.000000,21000.000000,20220.000000,20920.000000,17271.417969,91949700
2012-01-16,20800.000000,22100.000000,20400.000000,22100.000000,18245.613281,91995600
2012-01-23,22100.000000,22500.000000,21840.000000,22500.000000,18575.853516,53147650
2012-01-30,22580.000000,22600.000000,21120.000000,21320.000000,17601.646484,101139500
2012-02-06,21680.000000,22000.000000,21200.000000,21240.000000,17535.601563,82153800
2012-02-13,21380.000000,23600.000000,21340.000000,23520.000000,19417.957031,89577250
2012-02-20,23560.000000,24000.000000,23020.000000,23600.000000,19484.007813,74901150
2012-02-27,23480.000000,24340.000000,23180.000000,23640.000000,19517.025391,60223400
2012-03-05,23800.000000,24620.000000,23300.000000,24600.000000,20309.597656,71768850
2012-03-12,24480.000000,25340.000000,24000.000000,24760.000000,20441.691406,74201150
2012-03-19,24700.000000,25540.000000,24680.000000,25220.000000,20821.464844,60224950
2012-03-26,25360.000000,26220.000000,25140.000000,25500.000000,21052.628906,60290400
2012-04-02,25500.000000,27020.000000,25220.000000,26640.000000,21993.806641,66901200
2012-04-09,26400.000000,26600.000000,25200.000000,25360.000000,20937.048828,80398550
